"BodyPart","InjuryID","Name","Number","Opponent","PlayerID","Position","Practice","PracticeDescription","Season","SeasonType","Status","Team","Updated","Week"
"Illness",4286,"Jeremy Kerley",11,"NYG",12794,"WR","Full","Full Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Hip",4287,"Brandon Moore",65,"NYG",2096,"G","Full","Full Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Hand",4288,"Ropati Pitoitua",79,"NYG",8410,"DE","Full","Full Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Neck",4289,"Mark Sanchez",6,"NYG",8415,"QB","Full","Full Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Knee",4290,"Caleb Schlauderaff",72,"NYG",13242,"G","Full","Full Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Knee",4291,"Mike Devito",70,"NYG",5748,"DT","Limited","Limited Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Hip",4292,"Santonio Holmes",10,"NYG",11697,"WR","Limited","Limited Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Knee",4293,"Eric Smith",33,"NYG",4824,"S","Limited","Limited Participation in Practice",2011,1,"Probable","NYJ","/Date(1374114512543-0400)/",16
"Concussion",4294,"Asher Allen",21,"WAS",9809,"CB","None","Did Not Participate In Practice",2011,1,"Out","MIN","/Date(1374114512543-0400)/",16
"Concussion",4295,"Steve Hutchinson",76,"WAS",3117,"G","None","Did Not Participate In Practice",2011,1,"Out","MIN","/Date(1374114512543-0400)/",16
"Not Injury Related",4296,"Chris Cook",31,"WAS",11410,"CB","Out","Out (Definitely Will Not Play)",2011,1,"Out","MIN","/Date(1374114512543-0400)/",16
"Illness",4297,"Erin Henderson",50,"WAS",3825,"LB","Full","Full Participation in Practice",2011,1,"Probable","MIN","/Date(1374114512543-0400)/",16
"Knee",4298,"Anthony Herrera",64,"WAS",2269,"G","Full","Full Participation in Practice",2011,1,"Probable","MIN","/Date(1374114512543-0400)/",16
"Hamstring",4299,"Jarrad Page",24,"WAS",12230,"S","Full","Full Participation in Practice",2011,1,"Probable","MIN","/Date(1374114512543-0400)/",16
"Knee",4300,"Kevin Williams",93,"WAS",6465,"DT","Full","Full Participation in Practice",2011,1,"Probable","MIN","/Date(1374114512543-0400)/",16
"Knee",4301,"Stephen Bowen",72,"MIN",7295,"DE","Full","Full Participation in Practice",2011,1,"Probable","WAS","/Date(1374114512543-0400)/",16
"Ankle",4302,"London Fletcher",59,"MIN",7774,"LB","Full","Full Participation in Practice",2011,1,"Probable","WAS","/Date(1374114512543-0400)/",16
"Left Ankle",4303,"Saverio Rocca",0,"MIN",3467,"P","Full","Full Participation in Practice",2011,1,"Probable","WAS","/Date(1374114512543-0400)/",16
"Elbow",4304,"Mike Sellers",45,"MIN",3089,"RB","Full","Full Participation in Practice",2011,1,"Probable","WAS","/Date(1374114512543-0400)/",16
"Head",4305,"Josh Wilson",26,"MIN",12150,"CB","Full","Full Participation in Practice",2011,1,"Probable","WAS","/Date(1374114512543-0400)/",16
"Groin",4306,"Jammal Brown",77,"MIN",12309,"T","Limited","Limited Participation in Practice",2011,1,"Questionable","WAS","/Date(1374114512543-0400)/",16
"Toe",4307,"Roy Helu",29,"MIN",13163,"RB","Limited","Limited Participation in Practice",2011,1,"Questionable","WAS","/Date(1374114512543-0400)/",16
"Toe",4308,"Michael Bennett",71,"CAR",9994,"DE","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Knee",4309,"Geno Hayes",54,"CAR",4672,"LB","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Knee",4310,"Albert Haynesworth",95,"CAR",8942,"DT","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Foot",4311,"Adam Hayward",57,"CAR",4985,"LB","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Ankle",4312,"Brian Price",92,"CAR",11518,"DT","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Knee",4313,"Sammie Stroughter",18,"CAR",9243,"WR","Full","Full Participation in Practice",2011,1,"Questionable","TB","/Date(1374114512543-0400)/",16
"Concussion",4314,"Arrelious Benn",17,"CAR",11501,"WR","Full","Full Participation in Practice",2011,1,"Probable","TB","/Date(1374114512543-0400)/",16
"Right Shoulder",4315,"Josh Freeman",5,"CAR",9226,"QB","Full","Full Participation in Practice",2011,1,"Probable","TB","/Date(1374114512543-0400)/",16
"Back",4316,"Roy Miller",90,"CAR",12056,"DT","Full","Full Participation in Practice",2011,1,"Probable","TB","/Date(1374114512543-0400)/",16
"Hamstring",4317,"Captain Munnerlyn",41,"TB",9169,"CB","Out","Out (Definitely Will Not Play)",2011,1,"Out","CAR","/Date(1374114512543-0400)/",16
"Shoulder",4318,"Charles Godfrey",30,"TB",5939,"S","None","Did Not Participate In Practice",2011,1,"Doubtful","CAR","/Date(1374114512543-0400)/",16
"Head",4319,"Darius Butler",27,"TB",9704,"CB","Full","Full Participation in Practice",2011,1,"Probable","CAR","/Date(1374114512543-0400)/",16
"Ankle",4320,"Jordan Gross",69,"TB",7652,"T","Full","Full Participation in Practice",2011,1,"Probable","CAR","/Date(1374114512543-0400)/",16
"Illness",4321,"Greg Hardy",76,"TB",11455,"DE","Full","Full Participation in Practice",2011,1,"Probable","CAR","/Date(1374114512543-0400)/",16
"Back",4322,"Charles Johnson",95,"TB",1061,"DE","Full","Full Participation in Practice",2011,1,"Probable","CAR","/Date(1374114512543-0400)/",16
"Not Injury Related",4323,"Jeremy Shockey",80,"TB",7980,"TE","Full","Full Participation in Practice",2011,1,"Probable","CAR","/Date(1374114512543-0400)/",16
"Ankle",4324,"Brandon Keith",72,"CIN",2143,"T","None","Did Not Participate In Practice",2011,1,"Out","ARI","/Date(1374114512543-0400)/",16
"Shoulder",4325,"Michael Adams",27,"CIN",3862,"CB","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Foot",4326,"Sean Considine",0,"CIN",8638,"S","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Knee",4327,"Rashad Johnson",49,"CIN",9783,"S","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Head",4328,"Kevin Kolb",4,"CIN",7034,"QB","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Hamstring",4329,"LaRod Stephens-Howling",36,"CIN",9319,"KR","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Knee",4330,"Chris Wells",0,"CIN",9323,"RB","Limited","Limited Participation in Practice",2011,1,"Questionable","ARI","/Date(1374114512543-0400)/",16
"Hamstring",4331,"Stewart Bradley",52,"CIN",5783,"LB","Full","Full Participation in Practice",2011,1,"Probable","ARI","/Date(1374114512543-0400)/",16
"Ribs",4332,"DeMarco Sampson",89,"CIN",13417,"WR","Full","Full Participation in Practice",2011,1,"Probable","ARI","/Date(1374114512543-0400)/",16
"Back",4333,"Alfonso Smith",46,"CIN",7591,"RB","Full","Full Participation in Practice",2011,1,"Probable","ARI","/Date(1374114512543-0400)/",16
"Biceps",4334,"Dave Zastudil",9,"CIN",4130,"P","Full","Full Participation in Practice",2011,1,"Probable","ARI","/Date(1374114512543-0400)/",16
"Not Injury Related",4335,"Nate Clements",22,"ARI",1051,"CB","None","Did Not Participate In Practice",2011,1,"--","CIN","/Date(1374114512543-0400)/",16
"Not Injury Related",4336,"Rey Maualuga",58,"ARI",8441,"LB","None","Did Not Participate In Practice",2011,1,"--","CIN","/Date(1374114512543-0400)/",16
"Groin",4337,"Andre Caldwell",87,"ARI",3989,"WR","None","Did Not Participate In Practice",2011,1,"Doubtful","CIN","/Date(1374114512543-0400)/",16
"Knee",4338,"Chris Crocker",42,"ARI",594,"S","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Shoulder",4339,"A.J. Green",18,"ARI",12845,"WR","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Knee",4340,"Brian Leonard",40,"ARI",8438,"RB","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Illness",4341,"Dontay Moch",52,"ARI",12852,"LB","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Hip",4342,"Reggie Nelson",20,"ARI",12167,"S","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Knee",4343,"Chris Pressley",36,"ARI",12580,"RB","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Ankle",4344,"Andre Smith",71,"ARI",8459,"T","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Knee",4345,"Andrew Whitworth",77,"ARI",5099,"T","Full","Full Participation in Practice",2011,1,"Probable","CIN","/Date(1374114512543-0400)/",16
"Illness",4346,"Brandon Lloyd",83,"PIT",8694,"WR","Full","Full Participation in Practice",2011,1,"--","STL","/Date(1374114512543-0400)/",16
"Rt. thumb",4347,"A.J. Feeley",4,"PIT",12070,"QB","None","Did Not Participate In Practice",2011,1,"Out","STL","/Date(1374114512543-0400)/",16
"Ankle",4348,"Sam Bradford",8,"PIT",11527,"QB","None","Did Not Participate In Practice",2011,1,"Doubtful","STL","/Date(1374114512543-0400)/",16
"Shoulder",4349,"Justin King",21,"PIT",9273,"CB","None","Did Not Participate In Practice",2011,1,"Questionable","STL","/Date(1374114512543-0400)/",16
"Abdomen",4350,"Josh Gordy",38,"PIT",12557,"CB","Limited","Limited Participation in Practice",2011,1,"Questionable","STL","/Date(1374114512543-0400)/",16
"Ankle",4351,"Chris Long",91,"PIT",7802,"DE","Limited","Limited Participation in Practice",2011,1,"Questionable","STL","/Date(1374114512543-0400)/",16
"Knee",4352,"Curtis Brown",31,"STL",12889,"CB","None","Did Not Participate In Practice",2011,1,"Out","PIT","/Date(1374114512543-0400)/",16
"Knee",4353,"Mewelde Moore",21,"STL",4067,"RB","None","Did Not Participate In Practice",2011,1,"Out","PIT","/Date(1374114512543-0400)/",16
"Ankle",4354,"Maurkice Pouncey",53,"STL",11062,"C","None","Did Not Participate In Practice",2011,1,"Out","PIT","/Date(1374114512543-0400)/",16
"Foot",4355,"Emmanuel Sanders",88,"STL",11063,"WR","None","Did Not Participate In Practice",2011,1,"Out","PIT","/Date(1374114512543-0400)/",16
"Ankle",4356,"Ben Roethlisberger",7,"STL",3807,"QB","None","Did Not Participate In Practice",2011,1,"Questionable","PIT","/Date(1374114512543-0400)/",16
"Hamstring",4357,"Chris Carter",54,"STL",12891,"LB","Limited","Limited Participation in Practice",2011,1,"Questionable","PIT","/Date(1374114512543-0400)/",16
"Hamstring",4358,"LaMarr Woodley",56,"STL",711,"LB","Limited","Limited Participation in Practice",2011,1,"Questionable","PIT","/Date(1374114512543-0400)/",16
"Knee",4359,"Travis LaBoy",99,"DET",12112,"LB","None","Did Not Participate In Practice",2011,1,"Out","SD","/Date(1374114512543-0400)/",16
"Groin",4360,"Vincent Jackson",83,"DET",3519,"WR","None","Did Not Participate In Practice",2011,1,"Questionable","SD","/Date(1374114512543-0400)/",16
"Toe",4361,"Antonio Garay",71,"DET",10329,"DT","Limited","Limited Participation in Practice",2011,1,"Questionable","SD","/Date(1374114512543-0400)/",16
"Foot",4362,"Donald Butler",56,"DET",13590,"LB","Full","Full Participation in Practice",2011,1,"Probable","SD","/Date(1374114512543-0400)/",16
"Knee",4363,"Louis Delmas",26,"SD",9002,"S","None","Did Not Participate In Practice",2011,1,"Doubtful","DET","/Date(1374114512543-0400)/",16
"Shoulder",4364,"Aaron Berry",32,"SD",12187,"CB","Limited","Limited Participation in Practice",2011,1,"Doubtful","DET","/Date(1374114512543-0400)/",16
"Hip",4365,"Corey Williams",99,"SD",12003,"DT","None","Did Not Participate In Practice",2011,1,"Questionable","DET","/Date(1374114512543-0400)/",16
"Foot",4366,"Nick Fairley",98,"SD",13214,"DT","Limited","Limited Participation in Practice",2011,1,"Questionable","DET","/Date(1374114512543-0400)/",16
"Hamstring",4367,"Gosder Cherilus",77,"SD",558,"T","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Hamstring",4368,"Justin Durant",52,"SD",4992,"LB","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Concussion",4369,"Chris Harris",43,"SD",9988,"S","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Knee",4370,"Chris Houston",23,"SD",11993,"CB","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Thigh",4371,"Lawrence Jackson",94,"SD",12190,"DE","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Shoulder",4372,"Rob Sims",67,"SD",11999,"G","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Ankle",4373,"Kevin Smith",30,"SD",194,"RB","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Knee",4374,"Amari Spievey",42,"SD",11381,"S","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Neck",4375,"Kyle Vanden Bosch",93,"SD",12000,"DE","Full","Full Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Concussion",4376,"Don Carey",31,"SD",11154,"CB","Limited","Limited Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Ankle",4377,"Willie Young",79,"SD",11384,"DE","Limited","Limited Participation in Practice",2011,1,"Probable","DET","/Date(1374114512543-0400)/",16
"Hamstring",4378,"Asante Samuel",22,"DAL",6780,"CB","None","Did Not Participate In Practice",2011,1,"Out","PHI","/Date(1374114512543-0400)/",16
"Knee",4379,"Trevor Laws",91,"DAL",6107,"DT","Full","Full Participation in Practice",2011,1,"Questionable","PHI","/Date(1374114512543-0400)/",16
"Hamstring",4380,"Ronnie Brown",34,"DAL",6458,"RB","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Ankle",4381,"Todd Herremans",79,"DAL",3158,"T","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Groin",4382,"Cullen Jenkins",97,"DAL",5984,"DT","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Hamstring",4383,"Jeremy Maclin",18,"DAL",8914,"WR","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Ribs",4384,"Darryl Tapp",55,"DAL",11937,"DE","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Ribs",4385,"Michael Vick",7,"DAL",9447,"QB","Full","Full Participation in Practice",2011,1,"Probable","PHI","/Date(1374114512543-0400)/",16
"Hamstring",4386,"Andre Holmes",15,"PHI",13264,"WR","None","Did Not Participate In Practice",2011,1,"Out","DAL","/Date(1374114512543-0400)/",16
"Hamstring",4388,"Felix Jones",28,"PHI",7290,"RB","None","Did Not Participate In Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Ankle",4389,"Danny McCray",40,"PHI",11279,"S","None","Did Not Participate In Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Knee",4390,"Kevin Ogletree",85,"PHI",8846,"WR","None","Did Not Participate In Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Shoulder",4391,"Mike Jenkins",21,"PHI",8840,"CB","Limited","Limited Participation in Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Ribs",4392,"Jay Ratliff",90,"PHI",4517,"DT","Limited","Limited Participation in Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Shoulder",4393,"Laurent Robinson",81,"PHI",12081,"WR","Limited","Limited Participation in Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Neck",4394,"DeMarcus Ware",94,"PHI",4877,"LB","Limited","Limited Participation in Practice",2011,1,"Questionable","DAL","/Date(1374114512543-0400)/",16
"Foot",4395,"Kyle Kosier",63,"PHI",1515,"G","Full","Full Participation in Practice",2011,1,"Probable","DAL","/Date(1374114512543-0400)/",16
"Wrist",4396,"Sean Lee",50,"PHI",11276,"LB","Full","Full Participation in Practice",2011,1,"Probable","DAL","/Date(1374114512543-0400)/",16
"Left Foot",4397,"Mat McBriar",1,"PHI",8032,"P","Full","Full Participation in Practice",2011,1,"Probable","DAL","/Date(1374114512543-0400)/",16
"Not Injury Related",4398,"Blake Costanzo",51,"SEA",9713,"LB","None","Did Not Participate In Practice",2011,1,"--","SF","/Date(1374114512543-0400)/",16
"Ankle",4399,"Ted Ginn",19,"SEA",12109,"WR","None","Did Not Participate In Practice",2011,1,"Questionable","SF","/Date(1374114512543-0400)/",16
"Knee",4400,"Braylon Edwards",17,"SEA",3816,"WR","Limited","Limited Participation in Practice",2011,1,"Questionable","SF","/Date(1374114512543-0400)/",16
"Knee",4401,"Bruce Miller",49,"SEA",13446,"RB","Limited","Limited Participation in Practice",2011,1,"Questionable","SF","/Date(1374114512543-0400)/",16
"Hamstring",4402,"Patrick Willis",52,"SEA",511,"LB","Limited","Limited Participation in Practice",2011,1,"Questionable","SF","/Date(1374114512543-0400)/",16
"Not Injury Related",4403,"Raheem Brock",98,"SF",12282,"DE","None","Did Not Participate In Practice",2011,1,"--","SEA","/Date(1374114512543-0400)/",16
"Not Injury Related",4404,"Red Bryant",79,"SF",678,"DE","None","Did Not Participate In Practice",2011,1,"--","SEA","/Date(1374114512543-0400)/",16
"Hamstring",4405,"Kennard Cox",35,"SF",12117,"CB","None","Did Not Participate In Practice",2011,1,"Doubtful","SEA","/Date(1374114512543-0400)/",16
"Concussion",4406,"Malcolm Smith",53,"SF",13480,"LB","None","Did Not Participate In Practice",2011,1,"Doubtful","SEA","/Date(1374114512543-0400)/",16
"Concussion",4407,"Clinton McDonald",69,"SF",12460,"DT","Limited","Limited Participation in Practice",2011,1,"Doubtful","SEA","/Date(1374114512543-0400)/",16
"Ankle",4408,"Doug Baldwin",15,"SF",13460,"WR","None","Did Not Participate In Practice",2011,1,"Questionable","SEA","/Date(1374114512543-0400)/",16
"Pelvis",4409,"Robert Gallery",72,"SF",2015,"G","Full","Full Participation in Practice",2011,1,"Probable","SEA","/Date(1374114512543-0400)/",16
"Knee",4410,"David Hawthorne",57,"SF",9373,"LB","Full","Full Participation in Practice",2011,1,"Probable","SEA","/Date(1374114512543-0400)/",16
"Pectoral",4411,"Tarvaris Jackson",7,"SF",4097,"QB","Full","Full Participation in Practice",2011,1,"Probable","SEA","/Date(1374114512543-0400)/",16
"Not Injury Related",4412,"Julius Peppers",90,"GB",11977,"DE","None","Did Not Participate In Practice",2011,1,"--","CHI","/Date(1374114512543-0400)/",16
"Right Thumb",4413,"Jay Cutler",6,"GB",8972,"QB","None","Did Not Participate In Practice",2011,1,"Out","CHI","/Date(1374114512543-0400)/",16
"Knee",4414,"Matt Forte",22,"GB",2699,"RB","None","Did Not Participate In Practice",2011,1,"Out","CHI","/Date(1374114512543-0400)/",16
"Calf",4415,"Marion Barber",24,"GB",803,"RB","None","Did Not Participate In Practice",2011,1,"Doubtful","CHI","/Date(1374114512543-0400)/",16
"Ankle",4416,"Devin Hester",23,"GB",7082,"WR","None","Did Not Participate In Practice",2011,1,"Questionable","CHI","/Date(1374114512543-0400)/",16
"Ankle",4417,"Lance Briggs",55,"GB",3817,"LB","Limited","Limited Participation in Practice",2011,1,"Questionable","CHI","/Date(1374114512543-0400)/",16
"Shin",4418,"Henry Melton",69,"GB",11357,"DT","Limited","Limited Participation in Practice",2011,1,"Questionable","CHI","/Date(1374114512543-0400)/",16
"Back",4419,"Kellen Davis",87,"GB",8142,"TE","Full","Full Participation in Practice",2011,1,"Probable","CHI","/Date(1374114512543-0400)/",16
"Concussion",4420,"Ryan Pickett",79,"CHI",5601,"DE","None","Did Not Participate In Practice",2011,1,"Out","GB","/Date(1374114512543-0400)/",16
"Hamstring",4421,"Chad Clifton",76,"CHI",7593,"T","Limited","Limited Participation in Practice",2011,1,"Out","GB","/Date(1374114512543-0400)/",16
"Knee",4422,"Bryan Bulaga",75,"CHI",11385,"T","Out","Out (Definitely Will Not Play)",2011,1,"Out","GB","/Date(1374114512543-0400)/",16
"Knee",4423,"Greg Jennings",85,"CHI",6597,"WR","Out","Out (Definitely Will Not Play)",2011,1,"Out","GB","/Date(1374114512543-0400)/",16
"Shoulder",4424,"Mike Neal",96,"CHI",11397,"DE","Limited","Limited Participation in Practice",2011,1,"Questionable","GB","/Date(1374114512543-0400)/",16
"Calf",4425,"Desmond Bishop",55,"CHI",1003,"LB","Full","Full Participation in Practice",2011,1,"Probable","GB","/Date(1374114512543-0400)/",16
"Concussion",4426,"Brandon Saine",33,"CHI",13241,"RB","Full","Full Participation in Practice",2011,1,"Probable","GB","/Date(1374114512543-0400)/",16
"Knee",4427,"James Starks",44,"CHI",12506,"RB","Full","Full Participation in Practice",2011,1,"Probable","GB","/Date(1374114512543-0400)/",16
"Foot",4428,"Howard Green",95,"CHI",8398,"DE","Limited","Limited Participation in Practice",2011,1,"Probable","GB","/Date(1374114512543-0400)/",16
"Toe",4429,"Kelvin Hayden",26,"NO",2664,"CB","None","Did Not Participate In Practice",2011,1,"Doubtful","ATL","/Date(1374114512543-0400)/",16
"Groin",4430,"Kerry Meier",80,"NO",13647,"WR","None","Did Not Participate In Practice",2011,1,"Doubtful","ATL","/Date(1374114512543-0400)/",16
"Toe",4431,"Stephen Nicholas",54,"NO",2927,"LB","None","Did Not Participate In Practice",2011,1,"Doubtful","ATL","/Date(1374114512543-0400)/",16
"Knee",4432,"Brent Grimes",20,"NO",6078,"CB","Limited","Limited Participation in Practice",2011,1,"Questionable","ATL","/Date(1374114512543-0400)/",16
"Not Injury Related",4433,"John Abraham",55,"NO",8174,"DE","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Not Injury Related",4434,"Tony Gonzalez",88,"NO",9108,"TE","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Not Injury Related",4435,"Todd McClure",62,"NO",6723,"C","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Hand",4436,"Christopher Owens",0,"NO",9121,"CB","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Knee",4437,"Corey Peters",91,"NO",11437,"DT","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Illness",4438,"Jason Snelling",44,"NO",5412,"RB","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Groin",4439,"Will Svitek",74,"NO",9129,"T","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Groin",4440,"Michael Turner",33,"NO",8016,"RB","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Groin",4441,"Harry Douglas",83,"NO",6211,"WR","Limited","Limited Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Ankle",4442,"Curtis Lofton",50,"NO",3785,"LB","Limited","Limited Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",16
"Toe",4443,"Mark Ingram",28,"ATL",13337,"RB","None","Did Not Participate In Practice",2011,1,"Doubtful","NO","/Date(1374114512543-0400)/",16
"Knee",4444,"Jonathan Casillas",52,"ATL",9810,"LB","Limited","Limited Participation in Practice",2011,1,"Doubtful","NO","/Date(1374114512543-0400)/",16
"Hamstring",4445,"Lance Moore",16,"ATL",6768,"WR","Limited","Limited Participation in Practice",2011,1,"Questionable","NO","/Date(1374114512543-0400)/",16
"Ankle",4446,"Aubrayo Franklin",99,"ATL",6432,"DT","Full","Full Participation in Practice",2011,1,"Probable","NO","/Date(1374114512543-0400)/",16
"Knee",4447,"Ramon Humber",53,"ATL",12562,"LB","Full","Full Participation in Practice",2011,1,"Probable","NO","/Date(1374114512543-0400)/",16
"Hamstring",4448,"Sedrick Ellis",98,"ATL",2342,"DT","Limited","Limited Participation in Practice",2011,1,"Probable","NO","/Date(1374114512543-0400)/",16
"Knee",4449,"Jahri Evans",73,"ATL",3144,"G","Limited","Limited Participation in Practice",2011,1,"Probable","NO","/Date(1374114512543-0400)/",16
"Knee",4450,"Jonathan Vilma",51,"ATL",7587,"LB","Limited","Limited Participation in Practice",2011,1,"Probable","NO","/Date(1374114512543-0400)/",16
"Shoulder",3841,"T.J. Heath",34,"ATL",12986,"CB","None","Did Not Participate In Practice",2011,1,"--","JAX","/Date(1374114512543-0400)/",15
"Thumb",3842,"Chris Prosinski",42,"ATL",12997,"S","None","Did Not Participate In Practice",2011,1,"--","JAX","/Date(1374114512543-0400)/",15
"Concussion",3843,"Matt Roth",90,"ATL",10184,"DE","None","Did Not Participate In Practice",2011,1,"Out","JAX","/Date(1374114512543-0400)/",15
"Hamstring",3844,"Cecil Shorts",84,"ATL",13002,"WR","None","Did Not Participate In Practice",2011,1,"Out","JAX","/Date(1374114512543-0400)/",15
"Concussion",3845,"Mike Thomas",80,"ATL",8662,"WR","None","Did Not Participate In Practice",2011,1,"Out","JAX","/Date(1374114512543-0400)/",15
"Groin",3846,"Josh Scobee",10,"ATL",6902,"K","Limited","Limited Participation in Practice",2011,1,"Questionable","JAX","/Date(1374114512543-0400)/",15
"Not Injury Related",3847,"Tyson Alualu",93,"ATL",11151,"DT","Full","Full Participation in Practice",2011,1,"Probable","JAX","/Date(1374114512543-0400)/",15
"Not Injury Related",3848,"Greg Jones",33,"ATL",3725,"RB","Full","Full Participation in Practice",2011,1,"Probable","JAX","/Date(1374114512543-0400)/",15
"Not Injury Related",3849,"Maurice Jones-Drew",32,"ATL",7308,"RB","Full","Full Participation in Practice",2011,1,"Probable","JAX","/Date(1374114512543-0400)/",15
"Shoulder",3850,"Dwight Lowery",25,"ATL",11700,"S","Full","Full Participation in Practice",2011,1,"Probable","JAX","/Date(1374114512543-0400)/",15
"Thigh",3851,"Guy Whimper",68,"ATL",12474,"T","Full","Full Participation in Practice",2011,1,"Probable","JAX","/Date(1374114512543-0400)/",15
"Knee",3852,"Brent Grimes",20,"JAX",6078,"CB","None","Did Not Participate In Practice",2011,1,"Doubtful","ATL","/Date(1374114512543-0400)/",15
"Toe",3853,"Kelvin Hayden",26,"JAX",2664,"CB","None","Did Not Participate In Practice",2011,1,"Doubtful","ATL","/Date(1374114512543-0400)/",15
"Quadricep",3854,"Stephen Nicholas",54,"JAX",2927,"LB","Full","Full Participation in Practice",2011,1,"Questionable","ATL","/Date(1374114512543-0400)/",15
"Ankle",3855,"Jonathan Babineaux",95,"JAX",5315,"DT","Limited","Limited Participation in Practice",2011,1,"Questionable","ATL","/Date(1374114512543-0400)/",15
"Groin",3856,"Will Svitek",74,"JAX",9129,"T","Limited","Limited Participation in Practice",2011,1,"Questionable","ATL","/Date(1374114512543-0400)/",15
"Not Injury Related",3857,"John Abraham",55,"JAX",8174,"DE","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",15
"Illness",3858,"Matt Bryant",3,"JAX",3388,"K","Full","Full Participation in Practice",2011,1,"Probable","ATL","/Date(1374114512543-0400)/",15
